0.024423201	0.246197729	0.754439825	0.928521409	0.254920903	0.674367459	0.343849659	0.758293365	0.750528905	0.424725352	0.130014909	0.530653823	0.941516785	0.002308878	0.3075743	0.748146578	0.459042076	0.937911106	0.739427245	0.115730945	0.025232697	0.92020165	0.365955417	0.309385766	0.994650429	0.119391325	0.675625317	0.051536776	0.497193774	0.61247819	0.366994771	0.244731801
0.610172632	0.291278199	0.829983946	0.867027908	0.126391257	0.078796081	0.91482161	0.604674778	0.415360677	0.170383345	0.855348031	0.269500853	0.29401283	0.844087096	0.354462293	0.568216916	0.44505804	0.873883901	0.810713798	0.54403433	0.699236273	0.965876702	0.724783963	0.728101841	0.083311957	0.579545748	0.371761005	0.389458517	0.106647074	0.62561281	0.562021758	0.388850641
0.057337658	0.016296663	0.05395502	0.504212065	0.635134859	0.383924354	0.359957727	0.355097447	0.96130442	0.194519876	0.049894034	0.133110418	0.569683833	0.381014654	0.81393002	0.082295353	0.945309872	0.420842437	0.224499917	0.806073266	0.08541419	0.600019588	0.919575712	0.787354344	0.015206391	0.793020835	0.166240402	0.371632908	0.331628389	0.674753845	0.492732765	0.712063997
0.902276215	0.044183486	0.902236073	0.337687834	0.890779727	0.061221792	0.900424763	0.801368059	0.469592441	0.13705146	0.961038055	0.189775086	0.398232125	0.679501096	0.456720315	0.857453578	0.624611463	0.973289121	0.885724978	0.923516881	0.616929364	0.193424238	0.881106248	0.254866516	0.379541634	0.07898705	0.848276694	0.806145532	0.536719186	0.126630018	0.498348905	0.02771288
0.5384843	0.980716224	0.185207187	0.794846201	0.616610414	0.995413054	0.590695642	0.461236981	0.972346831	0.761919063	0.252009185	0.477455253	0.853837071	0.248376313	0.040092257	0.676487157	0.349685163	0.626608713	0.874493762	0.107275592	0.503285329	0.961083662	0.235483374	0.894059036	0.27565993	0.629100273	0.379393816	0.562666399	0.929153656	0.600998792	0.161853082	0.559557115
0.366197437	0.957086204	0.638100151	0.249575583	0.624637244	0.833061825	0.843415081	0.823193685	0.065726358	0.428330014	0.877441079	0.203251998	0.520833651	0.84153346	0.780021029	0.658824609	0.407015774	0.573429691	0.423237538	0.67865336	0.455211225	0.298468733	0.565379094	0.938963621	0.05123869	0.312847468	0.051174385	0.34990858	0.368743674	0.589598977	0.082692357	0.826126632
0.552936176	0.029208324	0.523665009	0.168625591	0.130715762	0.747723692	0.859265651	0.386288185	0.36101855	0.64989761	0.100668318	0.975681941	0.360176093	0.733532593	0.348266041	0.677610346	0.439362059	0.332552539	0.680611705	0.748641225	0.628548125	0.045822126	0.076158327	0.246265791	0.011122811	0.755214549	0.195041824	0.809753659	0.212110719	0.263621956	0.775285525	0.811586293
0.538145203	0.898002958	0.560050744	0.118604994	0.037813046	0.834733696	0.679234332	0.769777316	0.129840901	0.60332233	0.938423656	0.602258086	0.619765238	0.8578047	0.573411471	0.666420662	0.290440946	0.788275674	0.4733454	0.384141013	0.032721462	0.326839717	0.555552519	0.112592646	0.907262379	0.208453173	0.945007545	0.244001519	0.064194432	0.161090692	0.164998655	0.042626473
0.35395824	0.136358273	0.666667803	0.608883619	0.363863366	0.723050614	0.796471183	0.38692406	0.119173431	0.497326118	0.858503579	0.812116549	0.907651532	0.637817909	0.888320352	0.22373488	0.118112931	0.243812159	0.280251383	0.865213429	0.036318786	0.852419932	0.875519637	0.754228381	0.464104674	0.668576896	0.632892991	0.66278587	0.609318418	0.948839369	0.852446947	0.622856201
0.254395287	0.503889345	0.481879996	0.694950244	0.435094297	0.689814981	0.390584331	0.557185556	0.851441395	0.544097097	0.247236648	0.68138129	0.216498893	0.108025765	0.54132914	0.084760306	0.924310607	0.821235338	0.856472316	0.318549184	0.076855946	0.304188375	0.52381407	0.701229893	0.770287572	0.238708838	0.104833516	0.09911251	0.085494656	0.697594319	0.666853175	0.396740107
